I_10_2_S_1-124_1;288
I_10_2_S_1-124_10;321
I_10_2_S_1-124_2;253
I_10_2_S_1-124_3;233
I_10_2_S_1-124_4;225
I_10_2_S_1-124_5;277
I_10_2_S_1-124_6;284
I_10_2_S_1-124_7;276
I_10_2_S_1-124_8;325
I_10_2_S_1-124_9;255
I_10_2_S_1-49_1;213
I_10_2_S_1-49_10;205
I_10_2_S_1-49_2;192
I_10_2_S_1-49_3;253
I_10_2_S_1-49_4;194
I_10_2_S_1-49_5;148
I_10_2_S_1-49_6;274
I_10_2_S_1-49_7;210
I_10_2_S_1-49_8;167
I_10_2_S_1-49_9;211
I_10_2_S_1-9_1;169
I_10_2_S_1-9_10;158
I_10_2_S_1-9_2;202
I_10_2_S_1-9_3;233
I_10_2_S_1-9_4;185
I_10_2_S_1-9_5;219
I_10_2_S_1-9_6;139
I_10_2_S_1-9_7;213
I_10_2_S_1-9_8;215
I_10_2_S_1-9_9;266
I_10_2_S_1-99_1;220
I_10_2_S_1-99_10;317
I_10_2_S_1-99_2;185
I_10_2_S_1-99_3;242
I_10_2_S_1-99_4;228
I_10_2_S_1-99_5;198
I_10_2_S_1-99_6;293
I_10_2_S_1-99_7;267
I_10_2_S_1-99_8;242
I_10_2_S_1-99_9;246
I_10_3_S_1-124_1;136
I_10_3_S_1-124_10;181
I_10_3_S_1-124_2;141
I_10_3_S_1-124_3;126
I_10_3_S_1-124_4;169
I_10_3_S_1-124_5;136
I_10_3_S_1-124_6;147
I_10_3_S_1-124_7;182
I_10_3_S_1-124_8;152
I_10_3_S_1-124_9;135
I_10_3_S_1-49_1;88
I_10_3_S_1-49_10;102
I_10_3_S_1-49_2;135
I_10_3_S_1-49_3;146
I_10_3_S_1-49_4;128
I_10_3_S_1-49_5;130
I_10_3_S_1-49_6;86
I_10_3_S_1-49_7;117
I_10_3_S_1-49_8;142
I_10_3_S_1-49_9;139
I_10_3_S_1-9_1;79
I_10_3_S_1-9_10;126
I_10_3_S_1-9_2;126
I_10_3_S_1-9_3;89
I_10_3_S_1-9_4;64
I_10_3_S_1-9_5;95
I_10_3_S_1-9_6;134
I_10_3_S_1-9_7;115
I_10_3_S_1-9_8;89
I_10_3_S_1-9_9;81
I_10_3_S_1-99_1;174
I_10_3_S_1-99_10;134
I_10_3_S_1-99_2;110
I_10_3_S_1-99_3;175
I_10_3_S_1-99_4;181
I_10_3_S_1-99_5;153
I_10_3_S_1-99_6;138
I_10_3_S_1-99_7;135
I_10_3_S_1-99_8;143
I_10_3_S_1-99_9;144
I_10_4_S_1-124_1;111
I_10_4_S_1-124_10;141
I_10_4_S_1-124_2;85
I_10_4_S_1-124_3;119
I_10_4_S_1-124_4;91
I_10_4_S_1-124_5;142
I_10_4_S_1-124_6;112
I_10_4_S_1-124_7;117
I_10_4_S_1-124_8;110
I_10_4_S_1-124_9;110
I_10_4_S_1-49_1;90
I_10_4_S_1-49_10;84
I_10_4_S_1-49_2;106
I_10_4_S_1-49_3;72
I_10_4_S_1-49_4;79
I_10_4_S_1-49_5;86
I_10_4_S_1-49_6;95
I_10_4_S_1-49_7;126
I_10_4_S_1-49_8;83
I_10_4_S_1-49_9;66
I_10_4_S_1-9_1;67
I_10_4_S_1-9_10;91
I_10_4_S_1-9_2;80
I_10_4_S_1-9_3;86
I_10_4_S_1-9_4;89
I_10_4_S_1-9_5;57
I_10_4_S_1-9_6;79
I_10_4_S_1-9_7;98
I_10_4_S_1-9_8;79
I_10_4_S_1-9_9;72
I_10_4_S_1-99_1;119
I_10_4_S_1-99_10;114
I_10_4_S_1-99_2;90
I_10_4_S_1-99_3;105
I_10_4_S_1-99_4;101
I_10_4_S_1-99_5;119
I_10_4_S_1-99_6;122
I_10_4_S_1-99_7;111
I_10_4_S_1-99_8;101
I_10_4_S_1-99_9;110
I_10_5_S_1-124_1;91
I_10_5_S_1-124_10;73
I_10_5_S_1-124_2;72
I_10_5_S_1-124_3;80
I_10_5_S_1-124_4;80
I_10_5_S_1-124_5;96
I_10_5_S_1-124_6;85
I_10_5_S_1-124_7;64
I_10_5_S_1-124_8;93
I_10_5_S_1-124_9;81
I_10_5_S_1-49_1;66
I_10_5_S_1-49_10;79
I_10_5_S_1-49_2;63
I_10_5_S_1-49_3;71
I_10_5_S_1-49_4;66
I_10_5_S_1-49_5;56
I_10_5_S_1-49_6;59
I_10_5_S_1-49_7;82
I_10_5_S_1-49_8;62
I_10_5_S_1-49_9;76
I_10_5_S_1-9_1;91
I_10_5_S_1-9_10;30
I_10_5_S_1-9_2;61
I_10_5_S_1-9_3;45
I_10_5_S_1-9_4;78
I_10_5_S_1-9_5;72
I_10_5_S_1-9_6;48
I_10_5_S_1-9_7;54
I_10_5_S_1-9_8;38
I_10_5_S_1-9_9;59
I_10_5_S_1-99_1;68
I_10_5_S_1-99_10;77
I_10_5_S_1-99_2;78
I_10_5_S_1-99_3;69
I_10_5_S_1-99_4;83
I_10_5_S_1-99_5;70
I_10_5_S_1-99_6;97
I_10_5_S_1-99_7;67
I_10_5_S_1-99_8;100
I_10_5_S_1-99_9;75
I_12_2_S_1-124_1;202
I_12_2_S_1-124_10;275
I_12_2_S_1-124_2;313
I_12_2_S_1-124_3;301
I_12_2_S_1-124_4;328
I_12_2_S_1-124_5;198
I_12_2_S_1-124_6;347
I_12_2_S_1-124_7;259
I_12_2_S_1-124_8;301
I_12_2_S_1-124_9;293
I_12_2_S_1-49_1;260
I_12_2_S_1-49_10;234
I_12_2_S_1-49_2;226
I_12_2_S_1-49_3;231
I_12_2_S_1-49_4;218
I_12_2_S_1-49_5;290
I_12_2_S_1-49_6;170
I_12_2_S_1-49_7;280
I_12_2_S_1-49_8;290
I_12_2_S_1-49_9;281
I_12_2_S_1-9_1;264
I_12_2_S_1-9_10;233
I_12_2_S_1-9_2;197
I_12_2_S_1-9_3;212
I_12_2_S_1-9_4;254
I_12_2_S_1-9_5;275
I_12_2_S_1-9_6;177
I_12_2_S_1-9_7;223
I_12_2_S_1-9_8;210
I_12_2_S_1-9_9;289
I_12_2_S_1-99_1;276
I_12_2_S_1-99_10;300
I_12_2_S_1-99_2;307
I_12_2_S_1-99_3;321
I_12_2_S_1-99_4;323
I_12_2_S_1-99_5;241
I_12_2_S_1-99_6;229
I_12_2_S_1-99_7;328
I_12_2_S_1-99_8;368
I_12_2_S_1-99_9;281
I_12_3_S_1-124_1;239
I_12_3_S_1-124_10;191
I_12_3_S_1-124_2;198
I_12_3_S_1-124_3;184
I_12_3_S_1-124_4;173
I_12_3_S_1-124_5;227
I_12_3_S_1-124_6;162
I_12_3_S_1-124_7;168
I_12_3_S_1-124_8;184
I_12_3_S_1-124_9;134
I_12_3_S_1-49_1;139
I_12_3_S_1-49_10;126
I_12_3_S_1-49_2;152
I_12_3_S_1-49_3;136
I_12_3_S_1-49_4;157
I_12_3_S_1-49_5;161
I_12_3_S_1-49_6;129
I_12_3_S_1-49_7;132
I_12_3_S_1-49_8;154
I_12_3_S_1-49_9;156
I_12_3_S_1-9_1;140
I_12_3_S_1-9_10;95
I_12_3_S_1-9_2;112
I_12_3_S_1-9_3;122
I_12_3_S_1-9_4;115
I_12_3_S_1-9_5;85
I_12_3_S_1-9_6;135
I_12_3_S_1-9_7;139
I_12_3_S_1-9_8;125
I_12_3_S_1-9_9;99
I_12_3_S_1-99_1;157
I_12_3_S_1-99_10;189
I_12_3_S_1-99_2;184
I_12_3_S_1-99_3;172
I_12_3_S_1-99_4;135
I_12_3_S_1-99_5;171
I_12_3_S_1-99_6;205
I_12_3_S_1-99_7;194
I_12_3_S_1-99_8;212
I_12_3_S_1-99_9;177
I_12_4_S_1-124_1;111
I_12_4_S_1-124_10;110
I_12_4_S_1-124_2;114
I_12_4_S_1-124_3;103
I_12_4_S_1-124_4;123
I_12_4_S_1-124_5;127
I_12_4_S_1-124_6;103
I_12_4_S_1-124_7;148
I_12_4_S_1-124_8;107
I_12_4_S_1-124_9;121
I_12_4_S_1-49_1;110
I_12_4_S_1-49_10;124
I_12_4_S_1-49_2;101
I_12_4_S_1-49_3;70
I_12_4_S_1-49_4;115
I_12_4_S_1-49_5;90
I_12_4_S_1-49_6;101
I_12_4_S_1-49_7;94
I_12_4_S_1-49_8;131
I_12_4_S_1-49_9;138
I_12_4_S_1-9_1;79
I_12_4_S_1-9_10;102
I_12_4_S_1-9_2;93
I_12_4_S_1-9_3;109
I_12_4_S_1-9_4;77
I_12_4_S_1-9_5;79
I_12_4_S_1-9_6;88
I_12_4_S_1-9_7;76
I_12_4_S_1-9_8;94
I_12_4_S_1-9_9;73
I_12_4_S_1-99_1;120
I_12_4_S_1-99_10;93
I_12_4_S_1-99_2;129
I_12_4_S_1-99_3;138
I_12_4_S_1-99_4;125
I_12_4_S_1-99_5;152
I_12_4_S_1-99_6;86
I_12_4_S_1-99_7;138
I_12_4_S_1-99_8;107
I_12_4_S_1-99_9;130
I_12_5_S_1-124_1;91
I_12_5_S_1-124_10;68
I_12_5_S_1-124_2;78
I_12_5_S_1-124_3;90
I_12_5_S_1-124_4;97
I_12_5_S_1-124_5;94
I_12_5_S_1-124_6;88
I_12_5_S_1-124_7;90
I_12_5_S_1-124_8;95
I_12_5_S_1-124_9;84
I_12_5_S_1-49_1;67
I_12_5_S_1-49_10;80
I_12_5_S_1-49_2;70
I_12_5_S_1-49_3;78
I_12_5_S_1-49_4;64
I_12_5_S_1-49_5;86
I_12_5_S_1-49_6;83
I_12_5_S_1-49_7;92
I_12_5_S_1-49_8;65
I_12_5_S_1-49_9;85
I_12_5_S_1-9_1;80
I_12_5_S_1-9_10;63
I_12_5_S_1-9_2;77
I_12_5_S_1-9_3;41
I_12_5_S_1-9_4;52
I_12_5_S_1-9_5;64
I_12_5_S_1-9_6;45
I_12_5_S_1-9_7;72
I_12_5_S_1-9_8;62
I_12_5_S_1-9_9;54
I_12_5_S_1-99_1;68
I_12_5_S_1-99_10;109
I_12_5_S_1-99_2;59
I_12_5_S_1-99_3;80
I_12_5_S_1-99_4;80
I_12_5_S_1-99_5;86
I_12_5_S_1-99_6;108
I_12_5_S_1-99_7;100
I_12_5_S_1-99_8;94
I_12_5_S_1-99_9;107
I_6_2_S_1-124_1;164
I_6_2_S_1-124_10;192
I_6_2_S_1-124_2;139
I_6_2_S_1-124_3;183
I_6_2_S_1-124_4;225
I_6_2_S_1-124_5;165
I_6_2_S_1-124_6;165
I_6_2_S_1-124_7;142
I_6_2_S_1-124_8;167
I_6_2_S_1-124_9;162
I_6_2_S_1-49_1;95
I_6_2_S_1-49_10;141
I_6_2_S_1-49_2;140
I_6_2_S_1-49_3;167
I_6_2_S_1-49_4;97
I_6_2_S_1-49_5;106
I_6_2_S_1-49_6;174
I_6_2_S_1-49_7;76
I_6_2_S_1-49_8;126
I_6_2_S_1-49_9;138
I_6_2_S_1-9_1;74
I_6_2_S_1-9_10;140
I_6_2_S_1-9_2;150
I_6_2_S_1-9_3;120
I_6_2_S_1-9_4;70
I_6_2_S_1-9_5;59
I_6_2_S_1-9_6;133
I_6_2_S_1-9_7;123
I_6_2_S_1-9_8;166
I_6_2_S_1-9_9;68
I_6_2_S_1-99_1;187
I_6_2_S_1-99_10;167
I_6_2_S_1-99_2;164
I_6_2_S_1-99_3;185
I_6_2_S_1-99_4;158
I_6_2_S_1-99_5;154
I_6_2_S_1-99_6;165
I_6_2_S_1-99_7;183
I_6_2_S_1-99_8;153
I_6_2_S_1-99_9;151
I_6_3_S_1-124_1;119
I_6_3_S_1-124_10;108
I_6_3_S_1-124_2;94
I_6_3_S_1-124_3;119
I_6_3_S_1-124_4;81
I_6_3_S_1-124_5;120
I_6_3_S_1-124_6;112
I_6_3_S_1-124_7;121
I_6_3_S_1-124_8;116
I_6_3_S_1-124_9;68
I_6_3_S_1-49_1;95
I_6_3_S_1-49_10;72
I_6_3_S_1-49_2;65
I_6_3_S_1-49_3;100
I_6_3_S_1-49_4;70
I_6_3_S_1-49_5;81
I_6_3_S_1-49_6;66
I_6_3_S_1-49_7;96
I_6_3_S_1-49_8;89
I_6_3_S_1-49_9;114
I_6_3_S_1-9_1;52
I_6_3_S_1-9_10;60
I_6_3_S_1-9_2;59
I_6_3_S_1-9_3;99
I_6_3_S_1-9_4;94
I_6_3_S_1-9_5;95
I_6_3_S_1-9_6;75
I_6_3_S_1-9_7;77
I_6_3_S_1-9_8;58
I_6_3_S_1-9_9;52
I_6_3_S_1-99_1;58
I_6_3_S_1-99_10;91
I_6_3_S_1-99_2;113
I_6_3_S_1-99_3;113
I_6_3_S_1-99_4;64
I_6_3_S_1-99_5;101
I_6_3_S_1-99_6;99
I_6_3_S_1-99_7;72
I_6_3_S_1-99_8;90
I_6_3_S_1-99_9;108
I_6_4_S_1-124_1;77
I_6_4_S_1-124_10;51
I_6_4_S_1-124_2;45
I_6_4_S_1-124_3;64
I_6_4_S_1-124_4;73
I_6_4_S_1-124_5;70
I_6_4_S_1-124_6;57
I_6_4_S_1-124_7;81
I_6_4_S_1-124_8;53
I_6_4_S_1-124_9;89
I_6_4_S_1-49_1;75
I_6_4_S_1-49_10;54
I_6_4_S_1-49_2;56
I_6_4_S_1-49_3;66
I_6_4_S_1-49_4;48
I_6_4_S_1-49_5;67
I_6_4_S_1-49_6;66
I_6_4_S_1-49_7;61
I_6_4_S_1-49_8;58
I_6_4_S_1-49_9;58
I_6_4_S_1-9_1;42
I_6_4_S_1-9_10;36
I_6_4_S_1-9_2;22
I_6_4_S_1-9_3;69
I_6_4_S_1-9_4;65
I_6_4_S_1-9_5;80
I_6_4_S_1-9_6;43
I_6_4_S_1-9_7;62
I_6_4_S_1-9_8;55
I_6_4_S_1-9_9;60
I_6_4_S_1-99_1;26
I_6_4_S_1-99_10;78
I_6_4_S_1-99_2;64
I_6_4_S_1-99_3;82
I_6_4_S_1-99_4;49
I_6_4_S_1-99_5;50
I_6_4_S_1-99_6;74
I_6_4_S_1-99_7;63
I_6_4_S_1-99_8;46
I_6_4_S_1-99_9;55
I_6_5_S_1-124_1;52
I_6_5_S_1-124_10;48
I_6_5_S_1-124_2;51
I_6_5_S_1-124_3;37
I_6_5_S_1-124_4;53
I_6_5_S_1-124_5;46
I_6_5_S_1-124_6;60
I_6_5_S_1-124_7;57
I_6_5_S_1-124_8;49
I_6_5_S_1-124_9;39
I_6_5_S_1-49_1;47
I_6_5_S_1-49_10;51
I_6_5_S_1-49_2;56
I_6_5_S_1-49_3;57
I_6_5_S_1-49_4;33
I_6_5_S_1-49_5;70
I_6_5_S_1-49_6;43
I_6_5_S_1-49_7;26
I_6_5_S_1-49_8;34
I_6_5_S_1-49_9;42
I_6_5_S_1-9_1;52
I_6_5_S_1-9_10;42
I_6_5_S_1-9_2;27
I_6_5_S_1-9_3;22
I_6_5_S_1-9_4;49
I_6_5_S_1-9_5;38
I_6_5_S_1-9_6;32
I_6_5_S_1-9_7;38
I_6_5_S_1-9_8;57
I_6_5_S_1-9_9;47
I_6_5_S_1-99_1;69
I_6_5_S_1-99_10;55
I_6_5_S_1-99_2;46
I_6_5_S_1-99_3;45
I_6_5_S_1-99_4;56
I_6_5_S_1-99_5;47
I_6_5_S_1-99_6;68
I_6_5_S_1-99_7;63
I_6_5_S_1-99_8;35
I_6_5_S_1-99_9;29
I_8_2_S_1-124_1;211
I_8_2_S_1-124_10;222
I_8_2_S_1-124_2;179
I_8_2_S_1-124_3;237
I_8_2_S_1-124_4;247
I_8_2_S_1-124_5;217
I_8_2_S_1-124_6;199
I_8_2_S_1-124_7;218
I_8_2_S_1-124_8;188
I_8_2_S_1-124_9;263
I_8_2_S_1-49_1;167
I_8_2_S_1-49_10;136
I_8_2_S_1-49_2;153
I_8_2_S_1-49_3;171
I_8_2_S_1-49_4;199
I_8_2_S_1-49_5;152
I_8_2_S_1-49_6;204
I_8_2_S_1-49_7;162
I_8_2_S_1-49_8;233
I_8_2_S_1-49_9;188
I_8_2_S_1-9_1;88
I_8_2_S_1-9_10;113
I_8_2_S_1-9_2;193
I_8_2_S_1-9_3;173
I_8_2_S_1-9_4;166
I_8_2_S_1-9_5;161
I_8_2_S_1-9_6;83
I_8_2_S_1-9_7;162
I_8_2_S_1-9_8;166
I_8_2_S_1-9_9;179
I_8_2_S_1-99_1;263
I_8_2_S_1-99_10;248
I_8_2_S_1-99_2;147
I_8_2_S_1-99_3;192
I_8_2_S_1-99_4;138
I_8_2_S_1-99_5;184
I_8_2_S_1-99_6;234
I_8_2_S_1-99_7;200
I_8_2_S_1-99_8;211
I_8_2_S_1-99_9;272
I_8_3_S_1-124_1;140
I_8_3_S_1-124_10;124
I_8_3_S_1-124_2;149
I_8_3_S_1-124_3;91
I_8_3_S_1-124_4;137
I_8_3_S_1-124_5;135
I_8_3_S_1-124_6;149
I_8_3_S_1-124_7;130
I_8_3_S_1-124_8;123
I_8_3_S_1-124_9;117
I_8_3_S_1-49_1;103
I_8_3_S_1-49_10;87
I_8_3_S_1-49_2;147
I_8_3_S_1-49_3;94
I_8_3_S_1-49_4;71
I_8_3_S_1-49_5;95
I_8_3_S_1-49_6;109
I_8_3_S_1-49_7;103
I_8_3_S_1-49_8;94
I_8_3_S_1-49_9;133
I_8_3_S_1-9_1;72
I_8_3_S_1-9_10;131
I_8_3_S_1-9_2;114
I_8_3_S_1-9_3;67
I_8_3_S_1-9_4;100
I_8_3_S_1-9_5;138
I_8_3_S_1-9_6;85
I_8_3_S_1-9_7;101
I_8_3_S_1-9_8;91
I_8_3_S_1-9_9;109
I_8_3_S_1-99_1;126
I_8_3_S_1-99_10;171
I_8_3_S_1-99_2;124
I_8_3_S_1-99_3;119
I_8_3_S_1-99_4;94
I_8_3_S_1-99_5;144
I_8_3_S_1-99_6;85
I_8_3_S_1-99_7;93
I_8_3_S_1-99_8;87
I_8_3_S_1-99_9;137
I_8_4_S_1-124_1;106
I_8_4_S_1-124_10;87
I_8_4_S_1-124_2;88
I_8_4_S_1-124_3;73
I_8_4_S_1-124_4;90
I_8_4_S_1-124_5;62
I_8_4_S_1-124_6;80
I_8_4_S_1-124_7;82
I_8_4_S_1-124_8;84
I_8_4_S_1-124_9;78
I_8_4_S_1-49_1;87
I_8_4_S_1-49_10;74
I_8_4_S_1-49_2;82
I_8_4_S_1-49_3;112
I_8_4_S_1-49_4;62
I_8_4_S_1-49_5;82
I_8_4_S_1-49_6;79
I_8_4_S_1-49_7;67
I_8_4_S_1-49_8;60
I_8_4_S_1-49_9;82
I_8_4_S_1-9_1;62
I_8_4_S_1-9_10;58
I_8_4_S_1-9_2;59
I_8_4_S_1-9_3;86
I_8_4_S_1-9_4;68
I_8_4_S_1-9_5;59
I_8_4_S_1-9_6;44
I_8_4_S_1-9_7;85
I_8_4_S_1-9_8;46
I_8_4_S_1-9_9;76
I_8_4_S_1-99_1;74
I_8_4_S_1-99_10;61
I_8_4_S_1-99_2;101
I_8_4_S_1-99_3;96
I_8_4_S_1-99_4;64
I_8_4_S_1-99_5;81
I_8_4_S_1-99_6;95
I_8_4_S_1-99_7;96
I_8_4_S_1-99_8;90
I_8_4_S_1-99_9;112
I_8_5_S_1-124_1;55
I_8_5_S_1-124_10;79
I_8_5_S_1-124_2;61
I_8_5_S_1-124_3;50
I_8_5_S_1-124_4;67
I_8_5_S_1-124_5;59
I_8_5_S_1-124_6;76
I_8_5_S_1-124_7;70
I_8_5_S_1-124_8;55
I_8_5_S_1-124_9;56
I_8_5_S_1-49_1;42
I_8_5_S_1-49_10;60
I_8_5_S_1-49_2;46
I_8_5_S_1-49_3;65
I_8_5_S_1-49_4;77
I_8_5_S_1-49_5;63
I_8_5_S_1-49_6;50
I_8_5_S_1-49_7;51
I_8_5_S_1-49_8;84
I_8_5_S_1-49_9;53
I_8_5_S_1-9_1;43
I_8_5_S_1-9_10;52
I_8_5_S_1-9_2;39
I_8_5_S_1-9_3;42
I_8_5_S_1-9_4;58
I_8_5_S_1-9_5;57
I_8_5_S_1-9_6;38
I_8_5_S_1-9_7;27
I_8_5_S_1-9_8;62
I_8_5_S_1-9_9;63
I_8_5_S_1-99_1;50
I_8_5_S_1-99_10;54
I_8_5_S_1-99_2;55
I_8_5_S_1-99_3;72
I_8_5_S_1-99_4;60
I_8_5_S_1-99_5;54
I_8_5_S_1-99_6;62
I_8_5_S_1-99_7;63
I_8_5_S_1-99_8;61
I_8_5_S_1-99_9;62
